S No,Vehicle_Class,CNG ONLY,DIESEL,DIESEL/HYBRID,DI-METHYL ETHER,DUAL DIESEL/BIO CNG,DUAL DIESEL/CNG,DUAL DIESEL/LNG,ELECTRIC(BOV),ETHANOL,FUEL CELL HYDROGEN,LNG,LPG ONLY,METHANOL,NOT APPLICABLE,PETROL,PETROL/CNG,PETROL/ETHANOL,PETROL/HYBRID,PETROL/LPG,PETROL/METHANOL,SOLAR,     TOTAL     ,State
60.0,TRACTOR (COMMERCIAL),0,10503,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,10526,Uttar Pradesh
61.0,TRACTOR-TROLLEY(COMMERCIAL),0,94,1,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,583,Uttar Pradesh
62.0,TRAILER (AGRICULTURAL),0,3550,0,0,0,0,0,0,0,0,0,0,0,658,20,0,0,0,0,0,0,4228,Uttar Pradesh
63.0,TRAILER (COMMERCIAL),0,737,0,0,0,0,0,0,0,0,0,0,0,6582,66,0,0,0,0,0,1,7386,Uttar Pradesh
64.0,TRAILER FOR PERSONAL USE,0,20,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,0,0,65,Uttar Pradesh
65.0,TREE TRIMMING VEHICLE,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,Uttar Pradesh
66.0,VEHICLE FITTED WITH COMPRESSOR,0,71,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,73,Uttar Pradesh
67.0,VEHICLE FITTED WITH GENERATOR,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Uttar Pradesh
68.0,VEHICLE FITTED WITH RIG,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,Uttar Pradesh
69.0,VINTAGE MOTOR VEHICLE,0,11,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,95,Uttar Pradesh
70.0,X-RAY VAN,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,Uttar Pradesh
1.0,ADAPTED VEHICLE,0,59,0,0,0,0,0,4,0,0,0,0,0,1,4750,20,0,2,25,0,0,4861,Rajasthan
2.0,AGRICULTURAL TRACTOR,0,1227233,25,0,0,0,0,39,0,0,1,0,0,331,353,0,0,0,19,0,4,1228005,Rajasthan
3.0,AMBULANCE,2,5902,10,0,0,0,0,1,0,0,0,7,0,0,2666,119,0,0,632,0,0,9339,Rajasthan
4.0,ANIMAL AMBULANCE,1,127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,131,Rajasthan
5.0,ARTICULATED VEHICLE,97,93509,0,0,0,0,0,7,0,0,0,0,0,7,20,0,0,0,1,0,0,93641,Rajasthan
6.0,AUXILIARY TRAILER,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Rajasthan
7.0,BREAKDOWN VAN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Rajasthan
8.0,BULLDOZER,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Rajasthan
9.0,BUS,196,65803,0,0,0,0,0,1,0,0,0,0,0,10,59,8,0,0,8,0,0,66085,Rajasthan
10.0,CAMPER VAN / TRAILER,0,218,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,220,Rajasthan
11.0,CAMPER VAN / TRAILER (PRIVATE USE),0,32,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,48,Rajasthan
12.0,CASH VAN,0,112,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,Rajasthan
13.0,CONSTRUCTION EQUIPMENT VEHICLE,0,14181,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,14207,Rajasthan
14.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Rajasthan
15.0,CRANE MOUNTED VEHICLE,4,5029,0,0,0,0,0,0,0,0,0,0,0,29,13,0,0,0,0,0,0,5075,Rajasthan
16.0,DUMPER,69,31533,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,31616,Rajasthan
17.0,EARTH MOVING EQUIPMENT,0,33562,0,0,0,2,0,2,0,0,0,0,0,23,29,0,0,0,2,0,0,33620,Rajasthan
18.0,EDUCATIONAL INSTITUTION BUS,68,13417,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,13507,Rajasthan
19.0,E-RICKSHAW(P),0,98,0,0,0,0,0,35836,0,0,0,0,0,20,3,0,0,0,990,0,0,36947,Rajasthan
20.0,E-RICKSHAW WITH CART (G),0,20,0,0,0,0,0,5534,0,0,0,0,0,4,0,0,0,0,128,0,0,5686,Rajasthan
21.0,EXCAVATOR (COMMERCIAL),0,5399,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5403,Rajasthan
22.0,EXCAVATOR (NT),0,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,Rajasthan
23.0,FIRE FIGHTING VEHICLE,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,Rajasthan
24.0,FIRE TENDERS,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Rajasthan
25.0,FORK LIFT,0,525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,527,Rajasthan
26.0,GOODS CARRIER,5159,647512,3,0,0,3,0,25,0,0,0,36,0,38,7188,360,0,0,616,0,0,660940,Rajasthan
27.0,HARVESTER,0,2211,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2215,Rajasthan
28.0,HEARSES,0,66,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,71,Rajasthan
29.0,LIBRARY VAN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Rajasthan
30.0,LUXURY CAB,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Rajasthan
31.0,MAXI CAB,0,20442,58,0,0,0,0,5,0,0,0,0,0,5,1118,608,0,42,485,0,0,22763,Rajasthan
32.0,M-CYCLE/SCOOTER,1,2428,0,0,0,0,0,44777,0,0,0,4,2,236,12382954,24,0,0,2510,0,17,12432953,Rajasthan
33.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,6,0,0,0,0,0,6,0,0,0,0,0,0,32261,1,0,0,0,0,0,32274,Rajasthan
34.0,MOBILE CANTEEN,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Rajasthan
35.0,MOBILE CLINIC,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,Rajasthan
36.0,MOBILE WORKSHOP,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Rajasthan
37.0,MOPED,0,38,0,0,0,0,0,2923,0,0,0,0,0,2,206887,0,0,0,4,0,0,209854,Rajasthan
38.0,MOTOR CAB,12,94095,127,0,0,0,0,39,0,0,0,17,0,3,6967,1974,0,101,2699,0,0,106034,Rajasthan
39.0,MOTOR CAR,40,889434,8596,0,0,1,0,1595,0,0,0,2072,0,1585,1062900,41137,0,14412,185220,0,2,2206994,Rajasthan
40.0,MOTOR CYCLE/SCOOTER-SIDECAR(T),0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,168,Rajasthan
41.0,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,7,0,0,0,0,0,59,0,0,0,0,0,0,15960,0,0,0,0,0,0,16026,Rajasthan
42.0,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Rajasthan
43.0,MOTORISED CYCLE (CC > 25CC),0,4,0,0,0,0,0,1201,0,0,0,0,0,0,173161,0,0,0,1,0,0,174367,Rajasthan
44.0,OMNI BUS,20,17689,0,0,0,0,0,0,0,0,0,3,0,1,149,19,0,0,27,0,0,17908,Rajasthan
45.0,OMNI BUS (PRIVATE USE),0,36,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,67,Rajasthan
46.0,POWER TILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,Rajasthan
47.0,PRIVATE SERVICE VEHICLE,2,465,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,514,Rajasthan
48.0,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),0,46,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,58,Rajasthan
49.0,RECOVERY VEHICLE,6,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Rajasthan
50.0,ROAD ROLLER,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,Rajasthan
51.0,SEMI-TRAILER (COMMERCIAL),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rajasthan
52.0,THREE WHEELER (GOODS),1057,45623,0,0,0,0,0,336,0,0,0,3,0,4,297,87,0,0,8,0,0,47415,Rajasthan
53.0,THREE WHEELER (PASSENGER),5913,134633,0,0,0,0,0,116,0,0,1,2555,0,10,3229,6209,0,0,30621,0,0,183287,Rajasthan
54.0,THREE WHEELER (PERSONAL),3,32,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,30,0,0,77,Rajasthan
55.0,TOWER WAGON,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,Rajasthan
56.0,TOW TRUCK,2,40,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,46,Rajasthan
57.0,TRACTOR (COMMERCIAL),0,752,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,754,Rajasthan
58.0,TRACTOR-TROLLEY(COMMERCIAL),0,95,0,0,0,0,0,5,0,0,0,0,1,11804,2,0,0,0,0,0,0,11907,Rajasthan
59.0,TRAILER (AGRICULTURAL),0,60,0,0,0,0,0,0,0,0,0,0,0,3329,2,0,0,0,0,0,0,3391,Rajasthan
60.0,TRAILER (COMMERCIAL),0,36,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,175,Rajasthan
61.0,TRAILER FOR PERSONAL USE,0,13,0,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,4,0,0,766,Rajasthan
62.0,TREE TRIMMING VEHICLE,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Rajasthan
63.0,VEHICLE FITTED WITH COMPRESSOR,0,835,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,843,Rajasthan
64.0,VEHICLE FITTED WITH GENERATOR,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,Rajasthan
65.0,VEHICLE FITTED WITH RIG,0,2374,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2393,Rajasthan
66.0,VINTAGE MOTOR VEHICLE,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,Rajasthan
67.0,X-RAY VAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Rajasthan
1.0,ADAPTED VEHICLE,0,73,2,0,0,0,0,8,0,0,0,0,0,36,928,115,0,12,0,0,0,1174,Delhi
2.0,AGRICULTURAL TRACTOR,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,Delhi
3.0,AMBULANCE,22,1563,0,0,0,0,0,0,0,0,0,3,0,30,1957,9,0,0,0,0,0,3584,Delhi
4.0,ANIMAL AMBULANCE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Delhi
5.0,ARMOURED/SPECIALISED VEHICLE,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Delhi
6.0,BUS,33371,29099,0,0,0,0,0,329,0,0,0,5,0,2207,10,37,0,0,1,0,0,65059,Delhi
7.0,CASH VAN,252,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,310,Delhi
8.0,CONSTRUCTION EQUIPMENT VEHICLE,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Delhi
9.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Delhi
10.0,CRANE MOUNTED VEHICLE,8,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,Delhi
11.0,EDUCATIONAL INSTITUTION BUS,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Delhi
12.0,E-RICKSHAW(P),0,0,0,0,0,0,0,108765,0,0,0,0,0,1,0,0,0,0,0,0,0,108766,Delhi
13.0,E-RICKSHAW WITH CART (G),0,0,0,0,0,0,0,10698,0,0,0,0,0,0,0,0,0,0,0,0,0,10698,Delhi
14.0,FIRE FIGHTING VEHICLE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Delhi
15.0,FIRE TENDERS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Delhi
16.0,GOODS CARRIER,151174,160757,0,0,0,0,0,50,0,0,0,3527,0,5940,20043,12192,0,0,184,0,0,353867,Delhi
17.0,LIBRARY VAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Delhi
18.0,LUXURY CAB,49,1313,0,0,0,0,0,0,0,0,0,0,0,0,151,66,0,0,0,0,0,1579,Delhi
19.0,MAXI CAB,6630,17266,0,0,0,0,0,47,0,0,0,2,0,135,3043,1325,0,4,340,0,0,28792,Delhi
20.0,M-CYCLE/SCOOTER,2,205,0,0,0,0,0,33767,0,0,0,0,0,2078,8538623,59,0,0,3,0,0,8574737,Delhi
21.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1275,0,0,0,0,0,0,1298,Delhi
22.0,MOBILE CLINIC,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Delhi
23.0,MOBILE WORKSHOP,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,Delhi
24.0,MOPED,0,13,0,0,0,0,0,259,0,0,0,0,0,36,128828,0,0,0,0,0,0,129136,Delhi
25.0,MOTOR CAB,16411,50433,286,0,0,0,0,2938,0,0,0,17,0,284,9498,61425,0,37,53,0,0,141382,Delhi
26.0,MOTOR CAR,5357,699355,17388,0,0,0,0,4663,0,0,0,1133,0,8251,2570696,592445,0,29872,19026,0,0,3948186,Delhi
27.0,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Delhi
28.0,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,Delhi
29.0,MOTORISED CYCLE (CC > 25CC),0,0,0,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,38,Delhi
30.0,OMNI BUS,22,151,0,0,0,0,0,1,0,0,0,0,0,0,399,1,0,0,0,0,0,574,Delhi
31.0,OMNI BUS (PRIVATE USE),0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,Delhi
32.0,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,10,Delhi
33.0,RECOVERY VEHICLE,251,521,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,787,Delhi
34.0,THREE WHEELER (GOODS),59109,1,0,0,0,0,0,3227,0,0,0,0,0,13,0,19474,0,0,1,0,0,81825,Delhi
35.0,THREE WHEELER (PASSENGER),31424,528,0,0,0,0,0,480,0,0,0,0,0,762,71321,102586,0,0,38868,0,0,245969,Delhi
36.0,THREE WHEELER (PERSONAL),4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,0,0,0,0,0,59,Delhi
37.0,TRACTOR (COMMERCIAL),0,5646,0,0,0,0,0,0,0,0,0,0,0,39,656,0,0,0,0,0,0,6341,Delhi
38.0,VINTAGE MOTOR VEHICLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,Delhi
1.0,ADAPTED VEHICLE,0,13,0,0,0,0,0,0,0,0,0,0,0,1,605,0,0,1,0,0,0,620,Chattisgarh
2.0,AGRICULTURAL TRACTOR,0,266758,0,0,0,0,0,17,0,0,0,0,0,618,461,1,0,0,0,0,0,267855,Chattisgarh
3.0,AMBULANCE,0,4244,0,0,0,0,0,0,0,0,0,3,0,5,1181,0,0,0,29,0,0,5462,Chattisgarh
4.0,ANIMAL AMBULANCE,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Chattisgarh
5.0,ARMOURED/SPECIALISED VEHICLE,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Chattisgarh
6.0,ARTICULATED VEHICLE,0,5561,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5572,Chattisgarh
7.0,BULLDOZER,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Chattisgarh
8.0,BUS,0,13317,0,0,0,0,0,1,0,0,0,0,0,29,9,0,0,0,0,0,0,13356,Chattisgarh
9.0,CAMPER VAN / TRAILER,0,637,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,644,Chattisgarh
10.0,CAMPER VAN / TRAILER (PRIVATE USE),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Chattisgarh
11.0,CASH VAN,0,135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136,Chattisgarh
12.0,CONSTRUCTION EQUIPMENT VEHICLE,0,1960,0,0,0,0,0,461,0,0,0,0,0,0,2,0,0,0,0,0,0,2423,Chattisgarh
13.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Chattisgarh
14.0,CRANE MOUNTED VEHICLE,0,4563,0,0,0,0,0,1,0,0,0,0,0,28,6,0,0,0,0,0,0,4598,Chattisgarh
15.0,DUMPER,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,Chattisgarh
16.0,EARTH MOVING EQUIPMENT,0,1872,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1876,Chattisgarh
17.0,EDUCATIONAL INSTITUTION BUS,0,6483,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,6508,Chattisgarh
18.0,E-RICKSHAW(P),0,0,0,0,0,0,0,6132,0,0,0,0,0,0,0,0,0,0,0,0,0,6132,Chattisgarh
19.0,E-RICKSHAW WITH CART (G),0,3,0,0,0,0,0,863,0,0,0,0,0,1,0,0,0,0,0,0,0,867,Chattisgarh
20.0,EXCAVATOR (COMMERCIAL),0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,Chattisgarh
21.0,EXCAVATOR (NT),0,11493,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,11534,Chattisgarh
22.0,FIRE FIGHTING VEHICLE,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,Chattisgarh
23.0,FIRE TENDERS,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Chattisgarh
24.0,FORK LIFT,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,Chattisgarh
25.0,GOODS CARRIER,0,295185,8,0,0,0,0,1077,1,0,0,10,0,368,3591,0,0,0,7,0,0,300247,Chattisgarh
26.0,HARVESTER,0,3516,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,4432,Chattisgarh
27.0,HEARSES,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,Chattisgarh
28.0,LIBRARY VAN,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Chattisgarh
29.0,MAXI CAB,1,6016,1,0,0,0,0,1,0,0,0,1,0,5,232,1,0,24,4,0,0,6286,Chattisgarh
30.0,M-CYCLE/SCOOTER,1,989,0,0,0,0,0,11063,0,1,0,0,4,1317,5230731,7,0,0,1,0,0,5244114,Chattisgarh
31.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,0,0,0,0,0,0,4,0,0,0,0,0,0,318,0,0,0,0,0,0,322,Chattisgarh
32.0,MOBILE CANTEEN,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Chattisgarh
33.0,MOBILE CLINIC,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Chattisgarh
34.0,MOBILE WORKSHOP,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,Chattisgarh
35.0,MOPED,0,68,0,0,0,0,0,2962,0,0,0,0,0,87,262302,0,0,0,0,0,0,265419,Chattisgarh
36.0,MOTOR CAB,0,14004,2,0,0,0,0,16,0,0,0,0,0,20,1528,5,0,48,9,0,0,15632,Chattisgarh
37.0,MOTOR CAR,17,163759,767,0,0,0,0,271,0,0,0,305,1,313,367942,153,0,12079,8343,0,0,553950,Chattisgarh
38.0,MOTOR CYCLE/SCOOTER-SIDECAR(T),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Chattisgarh
39.0,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,Chattisgarh
40.0,MOTORISED CYCLE (CC > 25CC),0,0,0,0,0,0,0,2,0,0,0,0,0,0,5940,0,0,0,0,0,0,5942,Chattisgarh
41.0,OMNI BUS,0,282,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,309,Chattisgarh
42.0,OMNI BUS (PRIVATE USE),1,47579,4,0,0,0,0,3,0,0,0,20,0,47,14950,14,0,1,1475,0,0,64094,Chattisgarh
43.0,POWER TILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Chattisgarh
44.0,PRIVATE SERVICE VEHICLE,0,822,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,842,Chattisgarh
45.0,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),0,104,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,130,Chattisgarh
46.0,ROAD ROLLER,0,138,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,142,Chattisgarh
47.0,THREE WHEELER (GOODS),0,13200,0,0,0,0,0,141,0,0,0,0,0,6,400,0,0,0,0,0,0,13747,Chattisgarh
48.0,THREE WHEELER (PASSENGER),0,36765,0,0,0,0,0,803,0,0,0,64,0,20,9735,8,0,0,934,0,0,48329,Chattisgarh
49.0,THREE WHEELER (PERSONAL),0,56,0,0,0,0,0,67,0,0,0,0,0,1,7,0,0,0,0,0,0,131,Chattisgarh
50.0,TOWER WAGON,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,Chattisgarh
51.0,TOW TRUCK,0,66,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,68,Chattisgarh
52.0,TRACTOR (COMMERCIAL),0,13088,0,0,0,0,0,2,0,0,0,0,0,49,16,0,0,0,0,0,0,13155,Chattisgarh
53.0,TRACTOR-TROLLEY(COMMERCIAL),0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,21,Chattisgarh
54.0,TRAILER (AGRICULTURAL),0,6780,0,0,0,0,0,10,0,0,0,0,0,98613,119,0,0,0,0,0,0,105522,Chattisgarh
55.0,TRAILER (COMMERCIAL),0,305,0,0,0,0,0,1,0,0,0,0,0,4830,6,0,0,0,0,0,0,5142,Chattisgarh
56.0,TRAILER FOR PERSONAL USE,0,3,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,38,Chattisgarh
57.0,TREE TRIMMING VEHICLE,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,Chattisgarh
58.0,VEHICLE FITTED WITH COMPRESSOR,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,Chattisgarh
59.0,VEHICLE FITTED WITH GENERATOR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Chattisgarh
60.0,VEHICLE FITTED WITH RIG,0,605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,606,Chattisgarh
61.0,X-RAY VAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,Chattisgarh
1.0,ADAPTED VEHICLE,0,205,0,0,0,0,0,2,0,0,0,0,0,11,20616,2,0,26,35,0,0,20897,Tamil Nadu
2.0,AGRICULTURAL TRACTOR,0,429024,0,0,0,0,0,390,0,0,0,122,0,1166,2282,0,0,0,59,0,0,433043,Tamil Nadu
3.0,AMBULANCE,0,9465,0,0,0,0,0,5,0,0,0,1,0,10,4213,0,0,0,75,0,0,13769,Tamil Nadu
4.0,ANIMAL AMBULANCE,0,60,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,76,Tamil Nadu
5.0,ARMOURED/SPECIALISED VEHICLE,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Tamil Nadu
6.0,ARTICULATED VEHICLE,1,73582,1,0,0,0,0,6,0,0,0,0,0,78,91,0,0,0,2,0,0,73761,Tamil Nadu
7.0,AUXILIARY TRAILER,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Tamil Nadu
8.0,BREAKDOWN VAN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Tamil Nadu
9.0,BULLDOZER,0,98,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,111,Tamil Nadu
10.0,BUS,4,78959,0,0,0,0,0,10,0,0,0,4,0,108,436,0,0,0,9,0,0,79530,Tamil Nadu
11.0,CAMPER VAN / TRAILER,0,86,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,98,Tamil Nadu
12.0,CAMPER VAN / TRAILER (PRIVATE USE),0,4963,0,0,0,0,0,332,0,0,0,31,0,6533,634,0,0,0,27,0,0,12520,Tamil Nadu
13.0,CASH VAN,0,177,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,179,Tamil Nadu
14.0,CONSTRUCTION EQUIPMENT VEHICLE,0,15001,0,0,0,0,0,1,0,0,0,0,0,139,48,0,0,0,1,0,0,15190,Tamil Nadu
15.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Tamil Nadu
